,0
1498,4.23E-05
1499,4.23E-05
1500,4.24E-05
1501,4.24E-05
1502,4.24E-05
1503,4.24E-05
1504,4.24E-05
1505,4.24E-05
1506,4.24E-05
1507,4.25E-05
1508,4.25E-05
1509,4.25E-05
1511,4.26E-05
1510,4.26E-05
1512,4.26E-05
1513,4.26E-05
1514,4.26E-05
1515,4.26E-05
1516,4.26E-05
1517,4.27E-05
1518,4.27E-05
1519,4.27E-05
1520,4.27E-05
1521,4.28E-05
1522,4.28E-05
1523,4.28E-05
1524,4.28E-05
1525,4.29E-05
1526,4.29E-05
1527,4.29E-05
1528,4.29E-05
1529,4.30E-05
1530,4.30E-05
1553,4.30E-05
1571,4.30E-05
1555,4.30E-05
1556,4.30E-05
1557,4.30E-05
1558,4.30E-05
1559,4.30E-05
1560,4.30E-05
1561,4.30E-05
1564,4.30E-05
1563,4.30E-05
1552,4.30E-05
1565,4.30E-05
1566,4.30E-05
1567,4.30E-05
1568,4.30E-05
1569,4.30E-05
1570,4.30E-05
1562,4.30E-05
1551,4.30E-05
1554,4.30E-05
1549,4.30E-05
1550,4.30E-05
1531,4.30E-05
1532,4.30E-05
1533,4.30E-05
1534,4.30E-05
1535,4.30E-05
1536,4.30E-05
1538,4.30E-05
1539,4.30E-05
1537,4.30E-05
1541,4.30E-05
1542,4.30E-05
1543,4.30E-05
1544,4.30E-05
1545,4.30E-05
1546,4.30E-05
1547,4.30E-05
1548,4.30E-05
1540,4.30E-05
1572,4.30E-05
1573,4.30E-05
1574,4.30E-05
1575,4.30E-05
1576,4.30E-05
1577,4.30E-05
1578,4.31E-05
1579,4.31E-05
1580,4.31E-05
1581,4.31E-05
1582,4.32E-05
1583,4.32E-05
1584,4.32E-05
1585,4.32E-05
1586,4.32E-05
1587,4.32E-05
1588,4.32E-05
1589,4.32E-05
1590,4.33E-05
1591,4.33E-05
1592,4.33E-05
1593,4.33E-05
1594,4.33E-05
1595,4.33E-05
1596,4.33E-05
1597,4.33E-05
1598,4.34E-05
1599,4.34E-05
1600,4.34E-05
1601,4.34E-05
1602,4.35E-05
1603,4.35E-05
1604,4.35E-05
1605,4.35E-05
1607,4.35E-05
1606,4.35E-05
1608,4.36E-05
1609,4.37E-05
1620,4.37E-05
1619,4.37E-05
1617,4.37E-05
1616,4.37E-05
1618,4.37E-05
1613,4.37E-05
1612,4.37E-05
1611,4.37E-05
1610,4.37E-05
1614,4.37E-05
1615,4.37E-05
1646,4.37E-05
1648,4.37E-05
1647,4.37E-05
1635,4.37E-05
1644,4.37E-05
1643,4.37E-05
1649,4.37E-05
1645,4.37E-05
1650,4.37E-05
1657,4.37E-05
1652,4.37E-05
1653,4.37E-05
1654,4.37E-05
1655,4.37E-05
1656,4.37E-05
1642,4.37E-05
1658,4.37E-05
1659,4.37E-05
1651,4.37E-05
1641,4.37E-05
1634,4.37E-05
1639,4.37E-05
1621,4.37E-05
1622,4.37E-05
1623,4.37E-05
1624,4.37E-05
1625,4.37E-05
1626,4.37E-05
1627,4.37E-05
1628,4.37E-05
1629,4.37E-05
1630,4.37E-05
1631,4.37E-05
1632,4.37E-05
1633,4.37E-05
1660,4.37E-05
1636,4.37E-05
1637,4.37E-05
1638,4.37E-05
1640,4.37E-05
1661,4.37E-05
1662,4.37E-05
1665,4.37E-05
1666,4.37E-05
1663,4.37E-05
1664,4.37E-05
1667,4.37E-05
1668,4.37E-05
1669,4.39E-05
1670,4.39E-05
1671,4.39E-05
1672,4.39E-05
1673,4.39E-05
1674,4.39E-05
1675,4.40E-05
1676,4.40E-05
1677,4.40E-05
1678,4.40E-05
1679,4.40E-05
1680,4.40E-05
1681,4.40E-05
1682,4.40E-05
1683,4.40E-05
1684,4.41E-05
1685,4.41E-05
1686,4.41E-05
1687,4.42E-05
1688,4.42E-05
1689,4.42E-05
1690,4.42E-05
1710,4.42E-05
1711,4.42E-05
1712,4.42E-05
1714,4.42E-05
1715,4.42E-05
1716,4.42E-05
1717,4.42E-05
1719,4.42E-05
1709,4.42E-05
1720,4.42E-05
1721,4.42E-05
1722,4.42E-05
1723,4.42E-05
1724,4.42E-05
1718,4.42E-05
1708,4.42E-05
1713,4.42E-05
1706,4.42E-05
1691,4.42E-05
1692,4.42E-05
1693,4.42E-05
1694,4.42E-05
1695,4.42E-05
1697,4.42E-05
1698,4.42E-05
1696,4.42E-05
1700,4.42E-05
1701,4.42E-05
1707,4.42E-05
1702,4.42E-05
1703,4.42E-05
1704,4.42E-05
1705,4.42E-05
1699,4.42E-05
1725,4.42E-05
1726,4.42E-05
1727,4.43E-05
1728,4.43E-05
1729,4.43E-05
1733,4.43E-05
1732,4.43E-05
1734,4.43E-05
1730,4.43E-05
1731,4.43E-05
1735,4.43E-05
1736,4.44E-05
1737,4.44E-05
1738,4.44E-05
1739,4.44E-05
1740,4.44E-05
1741,4.44E-05
1742,4.44E-05
1743,4.44E-05
1744,4.44E-05
1745,4.44E-05
1746,4.45E-05
1747,4.45E-05
1748,4.45E-05
1749,4.46E-05
1750,4.46E-05
1751,4.46E-05
1752,4.46E-05
1753,4.46E-05
1754,4.46E-05
1770,4.47E-05
1769,4.47E-05
1767,4.47E-05
1766,4.47E-05
1765,4.47E-05
1764,4.47E-05
1763,4.47E-05
1768,4.47E-05
1761,4.47E-05
1755,4.47E-05
1756,4.47E-05
1757,4.47E-05
1762,4.47E-05
1759,4.47E-05
1760,4.47E-05
1758,4.47E-05
1771,4.47E-05
1772,4.47E-05
1773,4.47E-05
1774,4.48E-05
1775,4.48E-05
1776,4.48E-05
1778,4.48E-05
1777,4.48E-05
1779,4.48E-05
1780,4.48E-05
1781,4.49E-05
1782,4.49E-05
1783,4.49E-05
1784,4.49E-05
1785,4.49E-05
1786,4.50E-05
1787,4.50E-05
1792,4.50E-05
1791,4.50E-05
1790,4.50E-05
1789,4.50E-05
1788,4.50E-05
1793,4.50E-05
1794,4.50E-05
1795,4.50E-05
1796,4.50E-05
1797,4.50E-05
1798,4.50E-05
1799,4.50E-05
1800,4.50E-05
1801,4.50E-05
1802,4.50E-05
1803,4.51E-05
1804,4.52E-05
1805,4.52E-05
1806,4.52E-05
1807,4.53E-05
1808,4.53E-05
1809,4.53E-05
1810,4.53E-05
1811,4.53E-05
1823,4.53E-05
1822,4.53E-05
1821,4.53E-05
1820,4.53E-05
1819,4.53E-05
1824,4.53E-05
1817,4.53E-05
1816,4.53E-05
1815,4.53E-05
1814,4.53E-05
1813,4.53E-05
1812,4.53E-05
1818,4.53E-05
1825,4.54E-05
1826,4.54E-05
1827,4.55E-05
1828,4.55E-05
1829,4.55E-05
1830,4.55E-05
1831,4.55E-05
1832,4.56E-05
1833,4.56E-05
1834,4.56E-05
1835,4.56E-05
1836,4.56E-05
1837,4.56E-05
1838,4.56E-05
1839,4.56E-05
1840,4.56E-05
1841,4.56E-05
1842,4.56E-05
1843,4.56E-05
1844,4.57E-05
1845,4.57E-05
1846,4.57E-05
1847,4.58E-05
1848,4.58E-05
1849,4.58E-05
1850,4.58E-05
1858,4.58E-05
1857,4.58E-05
1856,4.58E-05
1855,4.58E-05
1859,4.58E-05
1853,4.58E-05
1852,4.58E-05
1851,4.58E-05
1854,4.58E-05
1860,4.58E-05
1868,4.58E-05
1867,4.58E-05
1866,4.58E-05
1865,4.58E-05
1864,4.58E-05
1862,4.58E-05
1861,4.58E-05
1863,4.58E-05
1869,4.58E-05
1870,4.59E-05
1871,4.59E-05
1873,4.59E-05
1872,4.59E-05
1874,4.60E-05
1875,4.60E-05
1876,4.60E-05
1877,4.60E-05
1878,4.60E-05
1879,4.60E-05
1880,4.60E-05
1881,4.60E-05
1882,4.60E-05
1883,4.60E-05
1884,4.60E-05
1885,4.60E-05
1886,4.60E-05
1887,4.61E-05
1888,4.61E-05
1889,4.61E-05
1890,4.61E-05
1891,4.61E-05
1892,4.61E-05
1893,4.62E-05
1904,4.62E-05
1903,4.62E-05
1902,4.62E-05
1901,4.62E-05
1900,4.62E-05
1898,4.62E-05
1897,4.62E-05
1896,4.62E-05
1895,4.62E-05
1894,4.62E-05
1899,4.62E-05
1905,4.63E-05
1906,4.63E-05
1907,4.63E-05
1908,4.63E-05
1909,4.63E-05
1914,4.64E-05
1913,4.64E-05
1911,4.64E-05
1910,4.64E-05
1912,4.64E-05
1915,4.64E-05
1916,4.64E-05
1917,4.65E-05
1918,4.65E-05
1921,4.65E-05
1922,4.65E-05
1919,4.65E-05
1920,4.65E-05
1923,4.65E-05
1924,4.66E-05
1925,4.66E-05
1926,4.66E-05
1927,4.67E-05
1928,4.67E-05
1929,4.67E-05
1930,4.68E-05
1931,4.68E-05
1932,4.68E-05
1933,4.68E-05
1934,4.68E-05
1935,4.68E-05
1936,4.68E-05
1937,4.68E-05
1938,4.69E-05
1939,4.69E-05
1940,4.69E-05
1941,4.69E-05
1942,4.69E-05
1943,4.69E-05
1944,4.69E-05
1945,4.69E-05
1946,4.69E-05
1947,4.69E-05
1948,4.70E-05
1950,4.70E-05
1949,4.70E-05
1951,4.71E-05
1952,4.71E-05
1953,4.71E-05
1954,4.72E-05
1955,4.72E-05
1956,4.72E-05
1957,4.72E-05
1958,4.72E-05
1959,4.72E-05
1960,4.72E-05
1961,4.72E-05
1962,4.72E-05
1963,4.73E-05
1964,4.74E-05
1973,4.74E-05
1972,4.74E-05
1971,4.74E-05
1970,4.74E-05
1974,4.74E-05
1968,4.74E-05
1967,4.74E-05
1966,4.74E-05
1965,4.74E-05
1969,4.74E-05
1975,4.74E-05
1977,4.74E-05
1976,4.74E-05
1978,4.74E-05
1979,4.74E-05
1980,4.75E-05
1981,4.75E-05
1982,4.75E-05
1983,4.75E-05
1984,4.76E-05
1985,4.76E-05
1986,4.76E-05
1987,4.76E-05
1995,4.76E-05
1994,4.76E-05
1993,4.76E-05
1992,4.76E-05
1989,4.76E-05
1990,4.76E-05
1988,4.76E-05
1991,4.76E-05
1996,4.77E-05
1997,4.77E-05
1998,4.77E-05
2000,4.78E-05
1999,4.78E-05
2001,4.78E-05
2002,4.78E-05
2003,4.78E-05
2004,4.78E-05
2005,4.79E-05
2006,4.79E-05
2007,4.79E-05
2008,4.80E-05
2009,4.80E-05
2010,4.80E-05
2011,4.81E-05
2012,4.81E-05
2013,4.81E-05
2014,4.82E-05
2015,4.82E-05
2016,4.83E-05
2017,4.83E-05
2018,4.83E-05
2019,4.83E-05
2020,4.83E-05
2021,4.84E-05
2022,4.84E-05
2023,4.85E-05
2024,4.86E-05
2025,4.86E-05
2030,4.86E-05
2029,4.86E-05
2028,4.86E-05
2027,4.86E-05
2026,4.86E-05
2031,4.86E-05
2032,4.87E-05
2033,4.88E-05
2034,4.88E-05
2035,4.88E-05
2036,4.88E-05
2037,4.90E-05
2038,4.90E-05
2039,4.90E-05
2040,4.91E-05
2049,4.91E-05
2048,4.91E-05
2047,4.91E-05
2046,4.91E-05
2041,4.91E-05
2044,4.91E-05
2043,4.91E-05
2042,4.91E-05
2045,4.91E-05
2056,4.91E-05
2057,4.91E-05
2055,4.91E-05
2054,4.91E-05
2052,4.91E-05
2051,4.91E-05
2050,4.91E-05
2053,4.91E-05
2058,4.92E-05
2059,4.92E-05
2060,4.93E-05
2061,4.93E-05
2062,4.94E-05
2063,4.94E-05
2064,4.95E-05
2065,4.95E-05
2066,4.95E-05
2067,4.97E-05
2068,4.97E-05
2069,4.98E-05
2070,4.98E-05
2071,4.98E-05
2072,5.00E-05
2073,5.00E-05
2074,5.00E-05
2075,5.00E-05
2076,5.01E-05
2077,5.01E-05
2078,5.02E-05
2079,5.02E-05
2080,5.02E-05
2081,5.02E-05
2082,5.02E-05
2083,5.03E-05
2084,5.03E-05
2085,5.03E-05
2086,5.04E-05
2087,5.04E-05
2088,5.04E-05
2089,5.04E-05
2090,5.04E-05
2091,5.04E-05
2092,5.04E-05
2093,5.05E-05
2094,5.05E-05
2095,5.05E-05
2096,5.06E-05
2097,5.06E-05
2098,5.07E-05
2099,5.08E-05
2100,5.08E-05
2101,5.09E-05
2102,5.10E-05
2103,5.11E-05
2104,5.11E-05
2105,5.11E-05
2106,5.12E-05
2114,5.12E-05
2113,5.12E-05
2112,5.12E-05
2111,5.12E-05
2107,5.12E-05
2109,5.12E-05
2108,5.12E-05
2110,5.12E-05
2115,5.12E-05
2116,5.12E-05
2117,5.12E-05
2118,5.13E-05
2119,5.14E-05
2120,5.14E-05
2121,5.14E-05
2122,5.14E-05
2123,5.15E-05
2124,5.15E-05
2125,5.15E-05
2126,5.15E-05
2127,5.16E-05
2128,5.16E-05
2129,5.16E-05
2130,5.17E-05
2131,5.17E-05
2132,5.18E-05
2133,5.18E-05
2134,5.18E-05
2135,5.18E-05
2136,5.20E-05
2137,5.20E-05
2138,5.21E-05
2139,5.21E-05
2140,5.22E-05
2141,5.24E-05
2147,5.24E-05
2146,5.24E-05
2145,5.24E-05
2143,5.24E-05
2142,5.24E-05
2144,5.24E-05
2148,5.24E-05
2149,5.24E-05
2150,5.24E-05
2151,5.24E-05
2152,5.24E-05
2153,5.25E-05
2154,5.26E-05
2155,5.26E-05
2156,5.26E-05
2157,5.26E-05
2159,5.26E-05
2158,5.26E-05
2160,5.27E-05
2161,5.27E-05
2162,5.29E-05
2163,5.30E-05
2164,5.30E-05
2165,5.30E-05
2166,5.31E-05
2167,5.32E-05
2168,5.32E-05
2169,5.32E-05
2170,5.32E-05
2171,5.33E-05
2172,5.34E-05
2173,5.34E-05
2174,5.35E-05
2175,5.35E-05
2176,5.35E-05
2177,5.35E-05
2178,5.36E-05
2179,5.36E-05
2180,5.36E-05
2181,5.36E-05
2182,5.37E-05
2183,5.37E-05
2184,5.37E-05
2185,5.37E-05
2186,5.38E-05
2187,5.39E-05
2188,5.39E-05
2189,5.39E-05
2190,5.40E-05
2191,5.41E-05
2192,5.41E-05
2193,5.41E-05
2194,5.41E-05
2195,5.41E-05
2196,5.41E-05
2197,5.41E-05
2198,5.42E-05
2199,5.43E-05
2200,5.43E-05
2201,5.44E-05
2202,5.46E-05
2203,5.46E-05
2204,5.46E-05
2205,5.46E-05
2206,5.46E-05
2207,5.46E-05
2208,5.46E-05
2209,5.47E-05
2210,5.48E-05
2211,5.50E-05
2212,5.51E-05
2213,5.52E-05
2214,5.53E-05
2215,5.53E-05
2216,5.53E-05
2217,5.53E-05
2218,5.53E-05
2219,5.53E-05
2220,5.53E-05
2221,5.53E-05
2222,5.53E-05
2223,5.53E-05
2224,5.53E-05
2225,5.53E-05
2226,5.53E-05
2227,5.54E-05
2228,5.56E-05
2229,5.56E-05
2230,5.56E-05
2231,5.56E-05
2232,5.56E-05
2233,5.56E-05
2234,5.56E-05
2235,5.56E-05
2236,5.56E-05
2237,5.57E-05
2238,5.57E-05
2239,5.58E-05
2240,5.59E-05
2241,5.60E-05
2242,5.60E-05
2243,5.60E-05
2244,5.61E-05
2245,5.61E-05
2246,5.61E-05
2247,5.61E-05
2248,5.61E-05
2253,5.61E-05
2252,5.61E-05
2250,5.61E-05
2249,5.61E-05
2251,5.61E-05
2254,5.61E-05
2255,5.61E-05
2256,5.61E-05
2257,5.62E-05
2258,5.63E-05
2259,5.65E-05
2260,5.66E-05
2261,5.66E-05
2262,5.66E-05
2263,5.66E-05
2264,5.67E-05
2265,5.67E-05
2266,5.67E-05
2267,5.67E-05
2268,5.67E-05
2269,5.67E-05
2270,5.67E-05
2271,5.67E-05
2272,5.67E-05
2273,5.67E-05
2274,5.68E-05
2275,5.69E-05
2276,5.69E-05
2277,5.70E-05
2278,5.70E-05
2279,5.70E-05
2280,5.71E-05
2281,5.72E-05
2282,5.73E-05
2283,5.73E-05
2284,5.73E-05
2285,5.73E-05
2286,5.73E-05
2287,5.73E-05
2288,5.74E-05
2290,5.75E-05
2289,5.75E-05
2291,5.75E-05
2292,5.75E-05
2293,5.76E-05
2294,5.76E-05
2295,5.77E-05
2296,5.77E-05
2297,5.79E-05
2298,5.79E-05
2299,5.79E-05
2300,5.79E-05
2301,5.79E-05
2302,5.80E-05
2303,5.80E-05
2304,5.80E-05
2305,5.80E-05
2306,5.80E-05
2307,5.81E-05
2308,5.82E-05
2309,5.82E-05
2310,5.83E-05
2311,5.83E-05
2312,5.84E-05
2313,5.84E-05
2314,5.84E-05
2315,5.85E-05
2316,5.85E-05
2317,5.86E-05
2318,5.86E-05
2319,5.87E-05
2320,5.87E-05
2321,5.87E-05
2322,5.87E-05
2323,5.88E-05
2324,5.89E-05
2325,5.89E-05
2326,5.89E-05
2329,5.89E-05
2328,5.89E-05
2327,5.89E-05
2330,5.89E-05
2331,5.89E-05
2332,5.89E-05
2333,5.89E-05
2334,5.89E-05
2335,5.89E-05
2336,5.89E-05
2337,5.89E-05
2338,5.89E-05
2339,5.89E-05
2340,5.89E-05
2343,5.89E-05
2341,5.89E-05
2342,5.89E-05
2344,5.89E-05
2345,5.90E-05
2346,5.90E-05
2347,5.90E-05
2348,5.91E-05
2349,5.91E-05
2350,5.92E-05
2351,5.92E-05
2352,5.93E-05
2354,5.93E-05
2355,5.93E-05
2353,5.93E-05
2356,5.94E-05
2357,5.94E-05
2358,5.95E-05
2359,5.95E-05
2360,5.95E-05
2361,5.95E-05
2362,5.96E-05
2363,5.96E-05
2364,5.96E-05
2365,5.96E-05
2366,5.97E-05
2367,5.97E-05
2368,5.98E-05
2369,5.99E-05
2370,5.99E-05
2371,5.99E-05
2372,5.99E-05
2373,6.01E-05
2374,6.01E-05
2381,6.02E-05
2379,6.02E-05
2378,6.02E-05
2380,6.02E-05
2376,6.02E-05
2375,6.02E-05
2377,6.02E-05
2382,6.02E-05
2383,6.03E-05
2384,6.03E-05
2385,6.03E-05
2386,6.04E-05
2387,6.04E-05
2388,6.04E-05
2389,6.04E-05
2390,6.05E-05
2391,6.07E-05
2392,6.07E-05
2393,6.08E-05
2394,6.08E-05
2395,6.08E-05
2396,6.08E-05
2397,6.10E-05
2398,6.10E-05
2399,6.10E-05
2400,6.11E-05
2401,6.11E-05
2402,6.11E-05
2403,6.12E-05
2404,6.13E-05
2405,6.13E-05
2411,6.14E-05
2410,6.14E-05
2409,6.14E-05
2406,6.14E-05
2407,6.14E-05
2408,6.14E-05
2412,6.14E-05
2413,6.14E-05
2414,6.15E-05
2415,6.15E-05
2416,6.15E-05
2417,6.16E-05
2418,6.17E-05
2419,6.17E-05
2420,6.18E-05
2421,6.19E-05
2422,6.19E-05
2423,6.20E-05
2424,6.20E-05
2425,6.21E-05
2426,6.21E-05
2427,6.21E-05
2428,6.22E-05
2429,6.23E-05
2430,6.23E-05
2431,6.24E-05
2432,6.24E-05
2433,6.24E-05
2434,6.24E-05
2435,6.25E-05
2436,6.26E-05
2437,6.26E-05
2438,6.26E-05
2439,6.26E-05
2440,6.27E-05
2441,6.28E-05
2442,6.28E-05
2443,6.28E-05
2444,6.29E-05
2445,6.29E-05
2446,6.30E-05
2447,6.30E-05
2448,6.30E-05
2449,6.30E-05
2450,6.31E-05
2451,6.31E-05
2452,6.31E-05
2453,6.31E-05
2454,6.31E-05
2455,6.31E-05
2460,6.32E-05
2459,6.32E-05
2458,6.32E-05
2457,6.32E-05
2456,6.32E-05
2461,6.32E-05
2462,6.32E-05
2463,6.32E-05
2464,6.33E-05
2465,6.33E-05
2466,6.33E-05
2467,6.33E-05
2468,6.33E-05
2469,6.33E-05
2470,6.33E-05
2471,6.35E-05
2472,6.35E-05
2473,6.35E-05
2474,6.35E-05
2475,6.35E-05
2476,6.36E-05
2477,6.36E-05
2478,6.36E-05
2479,6.37E-05
2480,6.38E-05
2481,6.38E-05
2482,6.38E-05
2483,6.39E-05
2484,6.40E-05
2485,6.40E-05
2486,6.42E-05
2487,6.42E-05
2488,6.43E-05
2489,6.43E-05
2490,6.44E-05
2491,6.44E-05
2492,6.44E-05
2493,6.44E-05
2494,6.45E-05
2495,6.45E-05
2496,6.45E-05
2497,6.46E-05
2498,6.46E-05
2499,6.46E-05
2500,6.47E-05
2501,6.48E-05
2502,6.48E-05
2503,6.48E-05
2504,6.49E-05
2505,6.50E-05
2506,6.51E-05
2507,6.51E-05
2508,6.52E-05
2509,6.52E-05
2510,6.52E-05
2511,6.53E-05
2512,6.54E-05
2513,6.54E-05
2514,6.54E-05
2515,6.54E-05
2532,6.55E-05
2531,6.55E-05
2530,6.55E-05
2529,6.55E-05
2527,6.55E-05
2526,6.55E-05
2525,6.55E-05
2524,6.55E-05
2528,6.55E-05
2522,6.55E-05
2521,6.55E-05
2520,6.55E-05
2523,6.55E-05
2519,6.55E-05
2518,6.55E-05
2517,6.55E-05
2516,6.55E-05
2533,6.55E-05
2534,6.56E-05
2535,6.57E-05
2536,6.57E-05
2537,6.57E-05
2538,6.57E-05
2539,6.58E-05
2540,6.58E-05
2541,6.58E-05
2542,6.58E-05
2543,6.59E-05
2544,6.60E-05
2545,6.60E-05
2546,6.60E-05
2547,6.60E-05
2548,6.61E-05
2549,6.61E-05
2550,6.63E-05
2562,6.63E-05
2561,6.63E-05
2560,6.63E-05
2559,6.63E-05
2558,6.63E-05
2557,6.63E-05
2551,6.63E-05
2555,6.63E-05
2554,6.63E-05
2553,6.63E-05
2552,6.63E-05
2556,6.63E-05
2563,6.63E-05
2564,6.63E-05
2565,6.64E-05
2566,6.64E-05
2567,6.66E-05
2568,6.66E-05
2569,6.66E-05
2570,6.66E-05
2571,6.68E-05
2572,6.69E-05
2573,6.69E-05
2574,6.69E-05
2575,6.69E-05
2576,6.70E-05
2577,6.70E-05
2578,6.70E-05
2579,6.71E-05
2580,6.72E-05
2581,6.73E-05
2582,6.73E-05
2583,6.74E-05
2584,6.74E-05
2585,6.74E-05
2586,6.75E-05
2587,6.76E-05
2588,6.77E-05
2589,6.77E-05
2590,6.77E-05
2591,6.77E-05
2592,6.78E-05
2593,6.78E-05
2594,6.78E-05
2595,6.79E-05
2596,6.81E-05
2597,6.83E-05
2598,6.84E-05
2599,6.86E-05
2600,6.86E-05
2601,6.86E-05
2602,6.86E-05
2605,6.87E-05
2603,6.87E-05
2604,6.87E-05
2606,6.87E-05
2607,6.88E-05
2608,6.88E-05
2609,6.89E-05
2610,6.89E-05
2611,6.90E-05
2612,6.92E-05
2613,6.92E-05
2614,6.92E-05
2615,6.92E-05
2616,6.93E-05
2617,6.93E-05
2618,6.94E-05
2619,6.95E-05
2620,6.95E-05
2621,6.95E-05
2622,6.95E-05
2623,6.96E-05
2624,6.97E-05
2625,6.98E-05
2626,6.98E-05
2627,6.98E-05
2628,6.98E-05
2630,6.99E-05
2629,6.99E-05
2631,7.00E-05
2632,7.01E-05
2633,7.01E-05
2634,7.02E-05
2635,7.02E-05
2636,7.02E-05
2637,7.02E-05
2638,7.02E-05
2639,7.02E-05
2640,7.03E-05
2642,7.03E-05
2641,7.03E-05
2643,7.03E-05
2644,7.04E-05
2645,7.04E-05
2646,7.04E-05
2647,7.04E-05
2648,7.04E-05
2649,7.06E-05
2650,7.06E-05
2651,7.06E-05
2652,7.07E-05
2653,7.07E-05
2654,7.07E-05
2655,7.08E-05
2656,7.08E-05
2657,7.08E-05
2658,7.08E-05
2659,7.08E-05
2660,7.08E-05
2661,7.08E-05
2662,7.08E-05
2663,7.09E-05
2664,7.10E-05
2665,7.10E-05
2666,7.10E-05
2667,7.11E-05
2668,7.11E-05
2669,7.11E-05
2670,7.12E-05
2671,7.12E-05
2672,7.12E-05
2673,7.13E-05
2674,7.13E-05
2675,7.13E-05
2676,7.14E-05
2677,7.14E-05
2678,7.14E-05
2679,7.14E-05
2680,7.15E-05
2681,7.16E-05
2682,7.16E-05
2683,7.18E-05
2684,7.18E-05
2685,7.18E-05
2686,7.18E-05
2687,7.18E-05
2688,7.21E-05
2689,7.21E-05
2690,7.22E-05
2691,7.22E-05
2692,7.23E-05
2693,7.24E-05
2694,7.24E-05
2695,7.24E-05
2696,7.25E-05
2697,7.25E-05
2698,7.25E-05
2699,7.26E-05
2700,7.26E-05
2701,7.27E-05
2702,7.28E-05
2703,7.28E-05
2704,7.29E-05
2705,7.31E-05
2706,7.31E-05
2707,7.32E-05
2708,7.32E-05
2709,7.34E-05
2710,7.35E-05
2711,7.36E-05
2712,7.36E-05
2713,7.37E-05
2721,7.37E-05
2719,7.37E-05
2718,7.37E-05
2720,7.37E-05
2716,7.37E-05
2715,7.37E-05
2714,7.37E-05
2717,7.37E-05
2722,7.37E-05
2723,7.37E-05
2724,7.37E-05
2725,7.37E-05
2726,7.37E-05
2727,7.38E-05
2728,7.39E-05
2729,7.40E-05
2730,7.40E-05
2731,7.40E-05
2732,7.40E-05
2733,7.41E-05
2734,7.41E-05
2735,7.41E-05
2736,7.43E-05
2737,7.43E-05
2738,7.44E-05
2739,7.47E-05
2740,7.47E-05
2741,7.48E-05
2742,7.48E-05
2743,7.48E-05
2744,7.51E-05
2745,7.51E-05
2746,7.52E-05
2747,7.53E-05
2748,7.54E-05
2749,7.54E-05
2750,7.55E-05
2751,7.55E-05
2752,7.56E-05
2753,7.56E-05
2754,7.56E-05
2755,7.56E-05
2756,7.56E-05
2757,7.56E-05
2758,7.57E-05
2759,7.57E-05
2760,7.58E-05
2761,7.58E-05
2762,7.59E-05
2763,7.61E-05
2764,7.61E-05
2765,7.62E-05
2766,7.62E-05
2767,7.63E-05
2768,7.64E-05
2774,7.64E-05
2773,7.64E-05
2772,7.64E-05
2770,7.64E-05
2769,7.64E-05
2771,7.64E-05
2775,7.64E-05
2776,7.64E-05
2777,7.65E-05
2778,7.65E-05
2779,7.65E-05
2780,7.65E-05
2781,7.66E-05
2782,7.67E-05
2783,7.68E-05
2784,7.68E-05
2785,7.70E-05
2786,7.72E-05
2787,7.73E-05
2788,7.73E-05
2789,7.74E-05
2790,7.74E-05
2791,7.75E-05
2792,7.75E-05
2793,7.75E-05
2794,7.75E-05
2795,7.75E-05
2796,7.76E-05
2797,7.77E-05
2798,7.77E-05
2799,7.78E-05
2800,7.79E-05
2801,7.79E-05
2802,7.79E-05
2803,7.80E-05
2804,7.81E-05
2805,7.81E-05
2806,7.82E-05
2807,7.82E-05
2808,7.83E-05
2809,7.84E-05
2810,7.85E-05
2811,7.85E-05
2812,7.86E-05
2813,7.86E-05
2814,7.86E-05
2815,7.86E-05
2816,7.87E-05
2817,7.87E-05
2818,7.88E-05
2819,7.89E-05
2820,7.90E-05
2821,7.90E-05
2822,7.90E-05
2823,7.90E-05
2824,7.92E-05
2825,7.92E-05
2826,7.92E-05
2827,7.93E-05
2828,7.93E-05
2829,7.94E-05
2830,7.95E-05
2831,7.96E-05
2832,7.96E-05
2833,7.96E-05
2834,7.98E-05
2835,7.99E-05
2836,8.00E-05
2837,8.01E-05
2838,8.01E-05
2839,8.03E-05
2840,8.03E-05
2841,8.03E-05
2842,8.04E-05
2843,8.05E-05
2844,8.05E-05
2845,8.06E-05
2846,8.06E-05
2847,8.06E-05
2848,8.07E-05
2849,8.10E-05
2850,8.10E-05
2851,8.11E-05
2852,8.11E-05
2853,8.13E-05
2854,8.14E-05
2855,8.14E-05
2856,8.14E-05
2857,8.14E-05
2858,8.15E-05
2859,8.15E-05
2860,8.17E-05
2861,8.17E-05
2862,8.18E-05
2863,8.18E-05
2864,8.19E-05
2865,8.19E-05
2866,8.19E-05
2867,8.19E-05
2868,8.20E-05
2869,8.20E-05
2870,8.20E-05
2871,8.20E-05
2872,8.21E-05
2873,8.21E-05
2874,8.22E-05
2875,8.23E-05
2876,8.24E-05
2877,8.24E-05
2878,8.25E-05
2879,8.25E-05
2880,8.26E-05
2881,8.28E-05
2882,8.29E-05
2883,8.29E-05
2884,8.30E-05
2885,8.30E-05
2886,8.31E-05
2887,8.35E-05
2888,8.36E-05
2889,8.40E-05
2890,8.40E-05
2891,8.40E-05
2892,8.42E-05
2893,8.42E-05
2894,8.43E-05
2895,8.43E-05
2896,8.44E-05
